"Name";"Interests-value";"Professional Experiences-value";"Studies-value"
"CV 145";"[{""desc"":null,""title"":""Brand strategy""},{""desc"":null,""title"":""communication""},{""desc"":null,""title"":""creative design""}]";"[{""dates"":""Jan 2020 - Sep 2023"",""company"":""Digital Agency"",""job title"":""Senior Marketing Specialist"",""description"":""Designed and implemented multi-channel marketing strategies for international clients\n\nManaged client portfolios and coordinated with creative teams\n\nMonitored campaign performance and provided actionable recommendations to optimize ROI\nSupervised and trained junior team members on digital marketing tools and strategies"",""country or city"":""not found""},{""dates"":""2019 - 2020"",""company"":""not found"",""job title"":""Marketing Executive"",""description"":""Assisted in planning and executing digital campaigns\nMonitored performance metrics and reported results to clients"",""country or city"":""not found""}]";"[{""dates"":""2015 - 2019"",""field"":""not found"",""university"":""University of Valencia"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Marketing""}]"
"CV 144";"[{""desc"":null,""title"":""Leadership""},{""desc"":null,""title"":""business development""},{""desc"":null,""title"":""mentoring""}]";"[{""dates"":""Jan 2016 - Sep 2023"",""company"":""FMCG Group"",""job title"":""Regional Sales Manager"",""description"":""Developed and implemented regional sales strategies across Greece and the Balkans\nManaged a team of 15 sales representatives, including performance tracking and coaching\nConducted sales forecasting and KPI analysis to achieve quarterly targets\nCoordinated with marketing and logistics teams for product launches"",""country or city"":""not found""},{""dates"":""2014 - 2016"",""company"":""not found"",""job title"":""Sales Executive"",""description"":""Prospected and acquired B2B clients\nManaged client contracts and maintained long-term relationships\nPrepared sales reports and conducted performance analysis"",""country or city"":""not found""}]";"[{""dates"":""2010 - 2014"",""field"":""Business Management and International Trade"",""university"":""Athens University of Economics and Business"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""}]"
"CV 143";"[{""desc"":null,""title"":""Applied data science""},{""desc"":null,""title"":""professional mentoring""},{""desc"":null,""title"":""machine learning""},{""desc"":null,""title"":""artificial intelligence""}]";"{""experiences"":[{""dates"":""Jan 2019 - Sep 2023"",""company"":""E-commerce Company"",""job title"":""Senior Data Analyst"",""description"":""Advanced Analytics: Designed and implemented advanced analytical models to optimize sales and op-\nerations.\n\nStrategic Reporting: Developed and maintained automated dashboards to support executive-level strate-\ngic decision-making.\n\nLeadership & Mentoring: Mentored and trained junior analysts in Python, SQL, and Power BI best\npractices.\n\nCustomer Intelligence: Performed predictive modeling on customer behavior to drive revenue growth\nand reduce churn rates."",""country or city"":""not found""},{""dates"":""2016 - 2018"",""company"":""not found"",""job title"":""Data Analyst"",""description"":""Data Engineering: Cleaned and structured large-scale datasets to ensure data integrity.\n\nStatistical Modeling: Developed statistical models to refine business logic and improve decision-making\naccuracy.\n\nCollaborative"",""country or city"":""not found""}]}";"[{""dates"":""2016 - 2018"",""field"":""not found"",""university"":""Local Technical University"",""country or city"":""not found"",""level_of_degree"":""Master in Data Science""},{""dates"":""2012 - 2016"",""field"":""not found"",""university"":""Higher School of Economics (HSE)"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Applied Mathematics""}]"
"CV 142";"[{""desc"":null,""title"":""Operational excellence""},{""desc"":null,""title"":""Strategic leadership""},{""desc"":null,""title"":""Industrial innovation""}]";"[{""dates"":""Jan 2020 - Sep 2023"",""company"":""Manufacturing Company"",""job title"":""Operations Manager"",""description"":""Production Planning: Directed production scheduling and monitoring to maximize operational efficiency.\nCost Optimization: Analyzed and optimized operational costs to improve profit margins.\n\nTeam Leadership: Supervised production teams and ensured seamless cross-departmental coordination.\nPerformance Metrics: Implemented KPIs to track performance, quality, and delivery lead times."",""country or city"":""not found""},{""dates"":""2019 - 2020"",""company"":""not found"",""job title"":""Process Engineer"",""description"":""Continuous Improvement: Conducted studies to enhance industrial processes and operational workflows.\nWaste Reduction: Collected and analyzed production data to identify and eliminate inefficiencies.\nLean Methodologies: Contributed to Lean Manufacturing and Six Sigma projects to drive process excellence."",""country or city"":""not found""}]";"[{""dates"":""2014 - 2019"",""field"":""Specialization in process optimization, production management, and industrial logistics"",""university"":""Universidad Nacional de Colombia"",""country or city"":""not found"",""level_of_degree"":""Bachelor of Science in Industrial Engineering""}]"
"CV 141";"[{""desc"":null,""title"":""International trade""},{""desc"":null,""title"":""mentoring""},{""desc"":null,""title"":""business development""}]";"[{""dates"":""Jan 2020 - Sep 2023"",""company"":""not found"",""job title"":""Export Sales Manager - Industrial SME"",""description"":""Managed an international client portfolio across Europe and the MENA region\nContract negotiation, monitoring of commercial terms and pricing\nDevelopment and implementation of sales strategies for new market penetration\nCoordination with logistics and production teams to ensure delivery"",""country or city"":""not found""},{""dates"":""2017 - 2019"",""company"":""not found"",""job title"":""Sales Assistant"",""description"":""Preparation and verification of export documentation\nCustomer order tracking and sales reporting\nAssistance in CRM and problem resolution"",""country or city"":""not found""}]";"{""studies"":[{""dates"":""2016 - 2019"",""field"":""Economics"",""university"":""University of Lille"",""country or city"":""not found"",""level_of_degree"":""Bachelor's Degree""},{""dates"":""2014 - 2016"",""field"":""Marketing Techniques"",""university"":""IUT de Roubaix"",""country or city"":""not found"",""level_of_degree"":""BUT (Technical Degree)""}]}"
"CV 140";"[{""desc"":null,""title"":""Corporate finance""},{""desc"":null,""title"":""yoga""},{""desc"":null,""title"":""financial literacy""}]";"[{""dates"":""Mar 2021 - Aug 2023"",""company"":""not found"",""job title"":""Accounting Officer - SME"",""description"":""Managed monthly closing processes and tracked budgets\n\nPrepared financial statements and reconciliations\nAssisted management with financial reporting and compliance"",""country or city"":""not found""},{""dates"":""2018 - 2020"",""company"":""not found"",""job title"":""Accounting Assistant"",""description"":""Handled bookkeeping and invoice processing\nSupported audit preparation and internal controls"",""country or city"":""not found""}]";"[{""dates"":""2018 - 2021"",""field"":""not found"",""university"":""Université Paris Est Créteil"",""country or city"":""not found"",""level_of_degree"":""Licence Gestion""},{""dates"":""2016 - 2018"",""field"":""not found"",""university"":""IUT de Créteil"",""country or city"":""not found"",""level_of_degree"":""BUT Gestion Comptable et Financière""}]"
"CV 139";"[{""desc"":null,""title"":""Retail strategy""},{""desc"":null,""title"":""operational efficiency""},{""desc"":null,""title"":""running""}]";"[{""dates"":""Jan 2021 - Sep 2023"",""company"":""Retail Group"",""job title"":""Business Analyst"",""description"":""Analyzed sales performance and trends across retail locations\nPrepared management reports for operational decision-making\nSupported project initiatives to optimize sales processes"",""country or city"":""not found""},{""dates"":""2018 - 2020"",""company"":""Supermarket"",""job title"":""Assistant Manager"",""description"":""Coordinated team schedules and daily operations\nManaged inventory, reporting, and operational KPIs\nTrained new employees and improved staff efficiency"",""country or city"":""not found""}]";"[{""dates"":""2017 - 2020"",""field"":""not found"",""university"":""Université de Rennes 1"",""country or city"":""not found"",""level_of_degree"":""Licence Economie et Gestion""},{""dates"":""2015 - 2017"",""field"":""not found"",""university"":""IUT de Rennes"",""country or city"":""not found"",""level_of_degree"":""BUT Gestion des Entreprises et des Administrations""}]"
"CV 138";"[{""desc"":null,""title"":""Corporate finance""},{""desc"":null,""title"":""Financial planning""},{""desc"":null,""title"":""Self-development""}]";"[{""dates"":""Mar 2023 - Aug 2023"",""company"":""Leasing Company"",""job title"":""Finance Intern"",""description"":""Reviewed contract data and payment schedules\nAssisted in preparing financial statements and internal reports\nSupported monthly reconciliation and portfolio monitoring"",""country or city"":""not found""},{""dates"":""2021 - 2022"",""company"":""not found"",""job title"":""Student Assistant - Finance Department"",""description"":""Generated Excel reports for faculty research"",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""University of Kragujevac"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Economics""}]"
"CV 137";"[{""desc"":null,""title"":""Tech products""},{""desc"":null,""title"":""automation""},{""desc"":null,""title"":""data-driven problem solving""},{""desc"":null,""title"":""AI applications""}]";"[{""dates"":""Feb 2023 - Sep 2023"",""company"":""SaaS Company"",""job title"":""Data Operations Specialist"",""description"":""Monitored data pipelines and ensured reliability of operational dashboards\nPrepared KPI dashboards for product and management teams\nCollaborated with engineers to troubleshoot and optimize data processes"",""country or city"":""not found""},{""dates"":""2021"",""company"":""not found"",""job title"":""Intern - Software Team"",""description"":""Assisted in testing data pipelines and software tools\nConducted data validation and quality assurance"",""country or city"":""not found""}]";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""Tampere University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Information Technology""}]"
"CV 136";"[{""desc"":null,""title"":""Energy markets""},{""desc"":null,""title"":""strategy consulting""},{""desc"":null,""title"":""market research""},{""desc"":null,""title"":""leadership""}]";"[{""dates"":""Mar 2022 - Sep 2023"",""company"":""Energy Company"",""job title"":""Strategy Analyst"",""description"":""Conducted market research and competitor benchmarking\nPrepared strategy reports and presentations for senior management\nAnalyzed energy market trends and contributed to operational decisions"",""country or city"":""not found""},{""dates"":""2020"",""company"":""not found"",""job title"":""Intern - Consulting Firm"",""description"":""Performed competitive analysis and industry benchmarking\nAssisted in developing client recommendations and presentations"",""country or city"":""not found""}]";"[{""dates"":""2017 - 2021"",""field"":""not found"",""university"":""Bogazici University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""}]"
"CV 135";"[{""desc"":null,""title"":""Entrepreneurship""},{""desc"":null,""title"":""professional development""},{""desc"":null,""title"":""business strategy""}]";"[{""dates"":""2022 - Present"",""company"":""not found"",""job title"":""Student Worker - E-commerce Store"",""description"":""Monitored online orders, managed inventory, and updated product listings\nHandled customer inquiries and complaints, improving service response times\nAssisted in preparing sales reports and performance metrics"",""country or city"":""not found""},{""dates"":""Summer 2023"",""company"":""not found"",""job title"":""Intern - Accounting Office"",""description"":""Entered invoices and updated financial records in accounting software\nSupported month-end reconciliation and reporting"",""country or city"":""not found""}]";"[{""dates"":""2021 - Present"",""field"":""not found"",""university"":""Babes-Bolyai University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""}]"
"CV 134";"[{""desc"":null,""title"":""International markets""},{""desc"":null,""title"":""travel""},{""desc"":null,""title"":""cultural exchange""},{""desc"":null,""title"":""global economics""}]";"[{""dates"":""Jan 2023 - Aug 2023"",""company"":""Food Exporter"",""job title"":""Export Assistant"",""description"":""Prepared and verified export documentation for EU and MENA markets\nCoordinated with international clients and shipping companies\nAssisted in trade compliance checks and customs processes"",""country or city"":""not found""},{""dates"":""2021"",""company"":""not found"",""job title"":""Intern - Customs Broker"",""description"":""Supported preparation of trade and customs documents\nAssisted in tariff classification and regulatory compliance checks"",""country or city"":""not found""}]";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""University of Carthage"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""},{""dates"":""Summer 2022"",""field"":""Summer School - International Trade"",""university"":""University of Marseille"",""country or city"":""not found"",""level_of_degree"":""not found""}]"
"CV 133";"[{""desc"":null,""title"":""Operations efficiency""},{""desc"":null,""title"":""fitness""},{""desc"":null,""title"":""logistics trends""}]";"[{""dates"":""Feb 2022 - Sep 2023"",""company"":""Consumer Goods Company"",""job title"":""Supply Chain Analyst"",""description"":""Assisted in demand planning and inventory reporting\nMonitored stock levels and supply chain KPIs\nCollaborated with warehouse and logistics teams to optimize delivery"",""country or city"":""not found""},{""dates"":""2020"",""company"":""not found"",""job title"":""Intern - Logistics Provider"",""description"":""Tracked shipments and prepared delivery reports\nSupported operational planning and scheduling"",""country or city"":""not found""}]";"[{""dates"":""2017 - 2021"",""field"":""not found"",""university"":""De La Salle University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Industrial Engineering""}]"
"CV 132";"[{""desc"":null,""title"":""Social media""},{""desc"":null,""title"":""communication""},{""desc"":null,""title"":""brand storytelling""}]";"[{""dates"":""Mar 2023 - Aug 2023"",""company"":""Local Retail Brand"",""job title"":""Marketing Intern"",""description"":""Managed social media posts and engagement\n\nMonitored campaign performance and prepared reports\nAssisted in content creation and brand promotion"",""country or city"":""not found""},{""dates"":""2021 - 2022"",""company"":""Student Union"",""job title"":""Student Volunteer"",""description"":""Promoted campus events and activities\n\nAssisted in organizing student campaigns"",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""University of Tuzla"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business and Marketing""}]"
"CV 131";"[{""desc"":null,""title"":""Analytics""},{""desc"":null,""title"":""automation""},{""desc"":null,""title"":""process improvement""}]";"[{""dates"":""Mar 2022 - Sep 2023"",""company"":""Oil and Gas Service Company"",""job title"":""Data Analyst"",""description"":""Created operational dashboards and KPIs\nEnsured data quality and cleaned large datasets\nSupported reporting for senior management"",""country or city"":""not found""},{""dates"":""2020"",""company"":""not found"",""job title"":""IT Support Intern"",""description"":""Maintained internal systems and assisted staff with technical issues\nPerformed data backups and system checks"",""country or city"":""not found""}]";"[{""dates"":""2017 - 2021"",""field"":""not found"",""university"":""Al-Farabi Kazakh National University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Information Systems""},{""dates"":""2021 - 2022"",""field"":""not found"",""university"":""Local Technical University"",""country or city"":""not found"",""level_of_degree"":""Master in Data Analytics""}]"
"CV 130";"[{""desc"":null,""title"":""Economic policy""},{""desc"":null,""title"":""sustainability""},{""desc"":null,""title"":""financial literacy""}]";"[{""dates"":""Feb 2023 - Jul 2023"",""company"":""Public Institution"",""job title"":""Finance Intern"",""description"":""Monitored departmental budgets and validated expenses\nAssisted senior analysts in reporting and reconciliation\nPrepared data summaries for decision-making"",""country or city"":""not found""},{""dates"":""2021 - 2022"",""company"":""not found"",""job title"":""Student Assistant - Economics Department"",""description"":""Collected and processed data for academic research\nPrepared presentations and reports for faculty"",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""University of Costa Rica"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""}]"
"CV 129";"[{""desc"":null,""title"":""Business development""},{""desc"":null,""title"":""Networking""},{""desc"":null,""title"":""Entrepreneurship""}]";"[{""dates"":""Jan 2023 - Sep 2023"",""company"":""Telecom SME"",""job title"":""Business Support Officer"",""description"":""Prepared commercial reports for management review\nCoordinated with partners to streamline operations\nAssisted in internal communications and project tracking"",""country or city"":""not found""},{""dates"":""2021"",""company"":""not found"",""job title"":""Intern - University Career Center"",""description"":""Conducted employer outreach for student internships\nAssisted in organizing career events and workshops"",""country or city"":""not found""}]";"[{""dates"":""2019 - 2022"",""field"":""management, international business, and operations"",""university"":""Yerevan State University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Management""}]"
"CV 128";"[{""desc"":null,""title"":""Data visualization""},{""desc"":null,""title"":""analytics""},{""desc"":null,""title"":""economic research""}]";"[{""dates"":""Feb 2023 - Aug 2023"",""company"":""Telecom Company"",""job title"":""Business Intelligence Assistant"",""description"":""Built KPI dashboards and monitored operational performance\n\nValidated data from multiple sources for accuracy\nSupported business decision-making with actionable insights"",""country or city"":""not found""},{""dates"":""2021"",""company"":""not found"",""job title"":""Intern - Statistics Office"",""description"":""Collected, cleaned, and analyzed data for national statistics\nAssisted in preparing reports and visualizations"",""country or city"":""not found""}]";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""University of Sofia"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Applied Economics""}]"
"CV 127";"[{""desc"":null,""title"":""Process efficiency""},{""desc"":null,""title"":""fitness""},{""desc"":null,""title"":""operational optimization""}]";"[{""dates"":""Mar 2022 - Sep 2023"",""company"":""Food Distributor"",""job title"":""Logistics Supervisor"",""description"":""Planned and optimized delivery routes\n\nMonitored transportation costs and reduced inefficiencies\n\nCoordinated with warehouse and drivers to ensure timely deliveries"",""country or city"":""not found""},{""dates"":""2020"",""company"":""not found"",""job title"":""Intern - Warehouse"",""description"":""Conducted inventory checks and stock management\nAssisted in organizing warehouse layout and documentation"",""country or city"":""not found""}]";"[{""dates"":""2017 - 2021"",""field"":""not found"",""university"":""University of Rijeka"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Logistics""}]"
"CV 126";"[{""desc"":null,""title"":""Banking""},{""desc"":null,""title"":""financial literacy""},{""desc"":null,""title"":""professional learning""}]";"[{""dates"":""Summer 2023"",""company"":""Public Bank"",""job title"":""Finance Intern"",""description"":""Assisted in processing customer files and documentation\nPerformed data entry for financial records\nSupported branch staff in daily operational tasks"",""country or city"":""not found""}]";"[{""dates"":""2021 - Present"",""field"":""not found"",""university"":""University of Oran"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Finance""}]"
"CV 125";"[{""desc"":null,""title"":""Entrepreneurship""},{""desc"":null,""title"":""innovation""},{""desc"":null,""title"":""startup ecosystems""}]";"[{""dates"":""Feb 2023 - Sep 2023"",""company"":""not found"",""job title"":""Business Analyst - SME"",""description"":""Conducted cost analysis and prepared monthly business reports\nAssisted management in operational decision-making\nSupported strategic initiatives to improve company efficiency"",""country or city"":""not found""},{""dates"":""2021"",""company"":""not found"",""job title"":""Startup Project"",""description"":""Created a business plan for a proposed startup (project not launched)\nConducted market research and financial projections"",""country or city"":""not found""}]";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""University of Montenegro"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Management""}]"
"CV 124";"[{""desc"":null,""title"":""International cooperation""},{""desc"":null,""title"":""volunteering""},{""desc"":null,""title"":""social impact initiatives""}]";"[{""dates"":""Mar 2023 - Aug 2023"",""company"":""International NGO"",""job title"":""Project Assistant"",""description"":""Monitored ongoing projects and prepared detailed progress reports\nAssisted in budgeting and resource allocation\n\nCoordinated team meetings and maintained project documentation"",""country or city"":""not found""},{""dates"":""2021 - 2022"",""company"":""not found"",""job title"":""Volunteer - Youth Program"",""description"":""Organized events and training sessions for youth development\nCoordinated volunteers and monitored program impact"",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""Birzeit University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""}]"
"CV 123";"[{""desc"":null,""title"":""Case interviews""},{""desc"":null,""title"":""geopolitics""},{""desc"":null,""title"":""business strategy""}]";"[{""dates"":""Jan 2022 - Sep 2023"",""company"":""Consulting Boutique"",""job title"":""Business Analyst"",""description"":""Conducted market sizing and competitor benchmarking\nPrepared client presentations and strategic recommendations\nCollaborated with senior consultants on business"",""country or city"":""not found""}]";"[{""dates"":""2018 - 2021"",""field"":""not found"",""university"":""HEC Montreal"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""}]"
"CV 122";"[{""desc"":null,""title"":""Event marketing""},{""desc"":null,""title"":""communication""},{""desc"":null,""title"":""social media trends""}]";"[{""dates"":""Jan 2023 - Aug 2023"",""company"":""Event Agency"",""job title"":""Marketing Coordinator"",""description"":""Coordinated marketing campaigns and event promotion\nPrepared reports for clients and tracked campaign KPIs\nSupported content creation and media planning"",""country or city"":""not found""},{""dates"":""2021"",""company"":""Media Agency"",""job title"":""Intern"",""description"":""Assisted in content planning and campaign research\nConducted competitor analysis for marketing strategies"",""country or city"":""not found""}]";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""Corvinus University of Budapest"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Commerce and Marketing""}]"
"CV 121";"[{""desc"":null,""title"":""Operations optimization""},{""desc"":null,""title"":""business efficiency""},{""desc"":null,""title"":""reading""}]";"[{""dates"":""Summer 2023"",""company"":""FMCG Company"",""job title"":""Operations Intern"",""description"":""Tracked distribution data and optimized delivery schedules\nAssisted in documenting standard operating procedures\nCoordinated with warehouse and logistics teams"",""country or city"":""not found""},{""dates"":""2019 - Present"",""company"":""not found"",""job title"":""Family Retail Business"",""description"":""Managed inventory and sales tracking\nSupported day-to-day operations and supplier coordination"",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""Lahore University of Management Sciences"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""}]"
"CV 120";"[{""desc"":null,""title"":""Corporate finance""},{""desc"":null,""title"":""analytics""},{""desc"":null,""title"":""investment studies""}]";"[{""dates"":""Mar 2022 - Sep 2023"",""company"":""Manufacturing Company"",""job title"":""Financial Reporting Officer"",""description"":""Prepared monthly financial reports and budget variance analysis\n\nAssisted in auditing processes and internal control review\nDeveloped Excel dashboards to track financial KPIs"",""country or city"":""not found""},{""dates"":""2020"",""company"":""Audit Firm"",""job title"":""Intern"",""description"":""Assisted in auditing client accounts and reviewing documentation\nSupported preparation of audit reports"",""country or city"":""not found""}]";"[{""dates"":""2017 - 2021"",""field"":""not found"",""university"":""University of Novi Sad"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""},{""dates"":""2021 - 2022"",""field"":""not found"",""university"":""Private University"",""country or city"":""not found"",""level_of_degree"":""Master in Financial Management""}]"
"CV 119";"[{""desc"":null,""title"":""International trade""},{""desc"":null,""title"":""learning languages""},{""desc"":null,""title"":""business strategy""}]";"[{""dates"":""Feb 2023 - Jul 2023"",""company"":""not found"",""job title"":""Commercial Intern - Import Export SME"",""description"":""Managed client follow-up and ensured timely delivery of products\nPrepared sales documentation and assisted in invoicing\nCollected market data for sales strategy and reporting"",""country or city"":""not found""},{""dates"":""2021 - 2022"",""company"":""not found"",""job title"":""Student Assistant - University Office"",""description"":""Supported administrative tasks and data management\nAssisted professors in student coordination and document preparation"",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""Universidad San Francisco de Quito"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""}]"
"CV 118";"[{""desc"":null,""title"":""International cooperation""},{""desc"":null,""title"":""development projects""},{""desc"":null,""title"":""volunteering""}]";"[{""dates"":""Feb 2023 - Aug 2023"",""company"":""Development Agency"",""job title"":""Project Assistant"",""description"":""Monitored ongoing projects and prepared status reports for donors\nAssisted in financial and operational tracking of agency"",""country or city"":""not found""}]";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""University of Sarajevo"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""}]"
"CV 117";"[{""desc"":null,""title"":""Operations excellence""},{""desc"":null,""title"":""cycling""},{""desc"":null,""title"":""process improvement""}]";"[{""dates"":""Mar 2022 - Sep 2023"",""company"":""Retail Group"",""job title"":""Supply Chain Coordinator"",""description"":""Planned demand and monitored inventory levels across stores\nMaintained supplier communication and coordinated deliveries\nDeveloped Excel dashboards to track KPIs and lead times"",""country or city"":""not found""},{""dates"":""2020"",""company"":""not found"",""job title"":""Intern - Distribution Center"",""description"":""Assisted in optimizing warehouse layout and inventory flow\nCollected data on stock movement and prepared monthly reports"",""country or city"":""not found""}]";"[{""dates"":""2017 - 2021"",""field"":""not found"",""university"":""Hanze University of Applied Sciences"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Logistics Management""}]"
"CV 116";"[{""desc"":null,""title"":""Corporate finance""},{""desc"":null,""title"":""self-study""},{""desc"":null,""title"":""investment analysis""}]";"[{""dates"":""Mar 2023 - Jul 2023"",""company"":""Investment Company"",""job title"":""Finance Intern"",""description"":""Prepared financial data and reports for investment portfolios\nAssisted in calculating financial ratios and key performance indicators\nSupported junior analysts in portfolio monitoring"",""country or city"":""not found""},{""dates"":""2021 - 2022"",""company"":""not found"",""job title"":""Accounting Assistant"",""description"":""Managed data entry for accounting records\nAssisted in reconciling accounts and reviewing financial documents"",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""Specialization in finance, corporate strategy, and accounting"",""university"":""University of Tehran"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Management""}]"
"CV 115";"[{""desc"":null,""title"":""Startups""},{""desc"":null,""title"":""entrepreneurship""},{""desc"":null,""title"":""business modeling""}]";"[{""dates"":""Jan 2023 - Aug 2023"",""company"":""not found"",""job title"":""Operations Analyst - Food Startup"",""description"":""Monitored daily operational costs and supplier efficiency\nCreated Excel-based dashboards for cost tracking and process monitoring\nSupported strategic planning for scaling the startup operations"",""country or city"":""not found""},{""dates"":""2021"",""company"":""not found"",""job title"":""Intern - Startup Accelerator"",""description"":""Assisted in reviewing pitch decks and business models\nConducted market research for new incubated companies\nPrepared reports for mentors and investors"",""country or city"":""not found""}]";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""Universidad ORT Uruguay"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""}]"
"CV 114";"[{""desc"":null,""title"":""Data modeling""},{""desc"":null,""title"":""analytics""},{""desc"":null,""title"":""visualization""},{""desc"":null,""title"":""fintech trends""}]";"[{""dates"":""Feb 2023 - Sep 2023"",""company"":""Fintech Company"",""job title"":""Data Analyst Junior"",""description"":""Analyzed transaction data to identify trends and anomalies\nCreated Power BI dashboards for executive reporting\nCollaborated with product teams to improve reporting accuracy"",""country or city"":""not found""},{""dates"":""2020"",""company"":""not found"",""job title"":""Research Assistant"",""description"":""Built statistical models for university"",""country or city"":""not found""}]";"[{""dates"":""2018 - 2021"",""field"":""not found"",""university"":""Charles University Prague"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Applied Mathematics""},{""dates"":""2021 - 2022"",""field"":""not found"",""university"":""University of Economics Prague"",""country or city"":""not found"",""level_of_degree"":""Master in Data and Business Analysis""}]"
"CV 113";"[{""desc"":null,""title"":""Manufacturing systems""},{""desc"":null,""title"":""operational efficiency""},{""desc"":null,""title"":""learning production tools""}]";"[{""dates"":""Summer 2023"",""company"":""not found"",""job title"":""Factory Intern - Manufacturing Plant"",""description"":""Collected production data and monitored assembly line performance\nObserved process workflows and suggested minor improvements\nAssisted supervisors in quality control and reporting daily output"",""country or city"":""not found""},{""dates"":""2020 - Present"",""company"":""not found"",""job title"":""Family Business Support"",""description"":""Managed inventory levels and tracked supplies for a small manufacturing operation\nMaintained basic accounting records and sales tracking\nAssisted in supplier coordination and order fulfillment"",""country or city"":""not found""}]";"[{""dates"":""2021 - Present"",""field"":""not found"",""university"":""Ain Shams University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Industrial Management""}]"
"CV 112";"[{""desc"":null,""title"":""Brand storytelling""},{""desc"":null,""title"":""design""},{""desc"":null,""title"":""marketing trends""}]";"[{""dates"":""Jan 2023 - Sep 2023"",""company"":""Consumer Goods Company"",""job title"":""Brand Assistant"",""description"":""Assisted in brand performance analysis and campaign coordination\nCreated PowerPoint presentations for marketing strategy meetings\nConducted competitor and market research"",""country or city"":""not found""},{""dates"":""2021"",""company"":""not found"",""job title"":""Intern - Creative Agency"",""description"":""Supported content creation and social media campaigns\nAssisted with client presentations and reporting"",""country or city"":""not found""}]";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""ESPM Sao Paulo"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Advertising""}]"
"CV 111";"[{""desc"":null,""title"":""Financial markets""},{""desc"":null,""title"":""fitness""},{""desc"":null,""title"":""investment strategies""}]";"[{""dates"":""Mar 2023 - Aug 2023"",""company"":""Manufacturing Company"",""job title"":""Finance Trainee"",""description"":""Prepared cost reports and monitored budget variances\nAssisted in financial planning and internal reporting\nParticipated in month-end closing activities"",""country or city"":""not found""},{""dates"":""2021 - 2022"",""company"":""Retail Store"",""job title"":""Student Job"",""description"":""Managed cash handling and daily sales reports\nAssisted in stock management and customer service"",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""Poznan University of Economics"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Finance and Accounting""}]"
