"Name";"Interests-value";"Professional Experiences-value";"Studies-value"
"CV 161";"";"";"[{""dates"":""2019 - 2023"",""field"":""Mechanical Engineering"",""university"":""The American University in Cairo (AUC)"",""country or city"":""not found"",""level_of_degree"":""Bachelor of Science""}]"
"CV 160";"";"";"[{""dates"":""2020 - 2024"",""field"":""not found"",""university"":""University of Michigan, Ann Arbor"",""country or city"":""not found"",""level_of_degree"":""BSc in Statistics and Data Science""}]"
"CV 159";"";"";"[{""dates"":""2019 - 2023"",""field"":""International Communications"",""university"":""Waseda University, Tokyo"",""country or city"":""Tokyo"",""level_of_degree"":""Bachelor of Arts""},{""dates"":""not found"",""field"":""Exchange semester"",""university"":""HEC Paris"",""country or city"":""not found"",""level_of_degree"":""not found""}]"
"CV 158";"";"";"[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""Bocconi University"",""country or city"":""Milan"",""level_of_degree"":""Bachelor in Economics and Management""}]"
"CV 157";"";"";"[{""dates"":""2007 - 2010"",""field"":""not found"",""university"":""Kabul High School"",""country or city"":""not found"",""level_of_degree"":""High School Diploma""}]"
"CV 156";"";"";"[{""dates"":""2017 - 2018"",""field"":""not found"",""university"":""Private Training Institute"",""country or city"":""not found"",""level_of_degree"":""Professional Certificate in Project Management""}]"
"CV 155";"";"";"[{""dates"":""2008 - 2011"",""field"":""not found"",""university"":""Public High School São Paulo"",""country or city"":""not found"",""level_of_degree"":""High School Diploma""}]"
"CV 154";"";"";"[{""dates"":""2019 - 2021"",""field"":""not found"",""university"":""Centre de Formation Privé"",""country or city"":""not found"",""level_of_degree"":""BTS Gestion""}]"
"CV 153";"";"";"[{""dates"":""2014 - 2016"",""field"":""not found"",""university"":""Kenya Institute of Management"",""country or city"":""not found"",""level_of_degree"":""Diploma in Business Management""}]"
"CV 152";"";"";"[{""dates"":""2016 - 2017"",""field"":""not found"",""university"":""Technical College Bucharest"",""country or city"":""not found"",""level_of_degree"":""Post-secondary Accounting Certificate""}]"
"CV 151";"";"";"[{""dates"":""2009 - 2014"",""field"":""Economics Track"",""university"":""Liceo Economico Sociale"",""country or city"":""not found"",""level_of_degree"":""High School Diploma""}]"
"CV 150";"";"";"[{""dates"":""2018 - 2020"",""field"":""not found"",""university"":""Lycée Voltaire, Paris"",""country or city"":""not found"",""level_of_degree"":""BTS Communication""}]"
"CV 149";"";"";"[{""dates"":""2017 - 2019"",""field"":""not found"",""university"":""IUT de Tours"",""country or city"":""not found"",""level_of_degree"":""BUT Gestion des Entreprises et des Administrations""}]"
"CV 148";"";"";"[{""dates"":""2016 - 2019"",""field"":""Logistics"",""university"":""University of Zilina"",""country or city"":""not found"",""level_of_degree"":""Bachelor""}]"
"CV 147";"";"";"[{""dates"":""2013 - 2017"",""field"":""not found"",""university"":""Saint Joseph University Beirut"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""}]"
"CV 146";"";"";"[{""dates"":""2016 - 2019"",""field"":""corporate finance, accounting, and management control"",""university"":""KU Leuven"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Economics""}]"
"CV 145";"";"";"[{""dates"":""2015 - 2019"",""field"":""not found"",""university"":""University of Valencia"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Marketing""}]"
"CV 144";"";"";"[{""dates"":""2010 - 2014"",""field"":""Business Management and International Trade"",""university"":""Athens University of Economics and Business"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""}]"
"CV 143";"";"";"[{""dates"":""2016 - 2018"",""field"":""not found"",""university"":""Local Technical University"",""country or city"":""not found"",""level_of_degree"":""Master in Data Science""},{""dates"":""2012 - 2016"",""field"":""not found"",""university"":""Higher School of Economics (HSE)"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Applied Mathematics""}]"
"CV 142";"";"";"[{""dates"":""2014 - 2019"",""field"":""not found"",""university"":""Universidad Nacional de Colombia"",""country or city"":""not found"",""level_of_degree"":""Bachelor of Science in Industrial Engineering""}]"
"CV 141";"";"";"[{""dates"":""2016 - 2019"",""field"":""Economics"",""university"":""University of Lille"",""country or city"":""not found"",""level_of_degree"":""Bachelor's Degree""},{""dates"":""2014 - 2016"",""field"":""Marketing Techniques"",""university"":""IUT de Roubaix"",""country or city"":""not found"",""level_of_degree"":""BUT (Technical Degree)""}]"
"CV 140";"";"";"[{""dates"":""2018 - 2021"",""field"":""not found"",""university"":""Université Paris Est Créteil"",""country or city"":""not found"",""level_of_degree"":""Licence Gestion""},{""dates"":""2016 - 2018"",""field"":""not found"",""university"":""IUT de Créteil"",""country or city"":""not found"",""level_of_degree"":""BUT Gestion Comptable et Financière""}]"
"CV 139";"";"";"[{""dates"":""2017 - 2020"",""field"":""not found"",""university"":""Université de Rennes 1"",""country or city"":""not found"",""level_of_degree"":""Licence Economie et Gestion""},{""dates"":""2015 - 2017"",""field"":""not found"",""university"":""IUT de Rennes"",""country or city"":""not found"",""level_of_degree"":""BUT Gestion des Entreprises et des Administrations""}]"
"CV 138";"";"";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""University of Kragujevac"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Economics""}]"
"CV 137";"";"";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""Tampere University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Information Technology""}]"
"CV 136";"";"";"[{""dates"":""2017 - 2021"",""field"":""not found"",""university"":""Bogazici University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""}]"
"CV 135";"";"";"[{""dates"":""2021 - Present"",""field"":""not found"",""university"":""Babes-Bolyai University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""}]"
"CV 134";"";"";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""University of Carthage"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""},{""dates"":""Summer 2022"",""field"":""Summer School - International Trade"",""university"":""University of Marseille"",""country or city"":""not found"",""level_of_degree"":""not found""}]"
"CV 133";"";"";"[{""dates"":""2017 - 2021"",""field"":""not found"",""university"":""De La Salle University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Industrial Engineering""}]"
"CV 132";"";"";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""University of Tuzla"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business and Marketing""}]"
"CV 131";"";"";"[{""dates"":""2017 - 2021"",""field"":""not found"",""university"":""Al-Farabi Kazakh National University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Information Systems""},{""dates"":""2021 - 2022"",""field"":""not found"",""university"":""Local Technical University"",""country or city"":""not found"",""level_of_degree"":""Master in Data Analytics""}]"
"CV 130";"";"";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""University of Costa Rica"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""}]"
"CV 129";"";"";"[{""dates"":""2019 - 2022"",""field"":""management, international business, and operations"",""university"":""Yerevan State University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Management""}]"
"CV 128";"";"";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""University of Sofia"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Applied Economics""}]"
"CV 127";"";"";"[{""dates"":""2017 - 2021"",""field"":""not found"",""university"":""University of Rijeka"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Logistics""}]"
"CV 126";"";"";"[{""dates"":""2021 - Present"",""field"":""not found"",""university"":""University of Oran"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Finance""}]"
"CV 125";"";"";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""University of Montenegro"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Management""}]"
"CV 124";"";"";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""Birzeit University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""}]"
"CV 123";"";"";"[{""dates"":""2018 - 2021"",""field"":""not found"",""university"":""HEC Montreal"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""}]"
"CV 122";"";"";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""Corvinus University of Budapest"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Commerce and Marketing""}]"
"CV 121";"";"";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""Lahore University of Management Sciences"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""}]"
"CV 120";"";"";"[{""dates"":""2017 - 2021"",""field"":""not found"",""university"":""University of Novi Sad"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""},{""dates"":""2021 - 2022"",""field"":""not found"",""university"":""Private University"",""country or city"":""not found"",""level_of_degree"":""Master in Financial Management""}]"
"CV 119";"";"";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""Universidad San Francisco de Quito"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""}]"
"CV 118";"";"";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""University of Sarajevo"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""}]"
"CV 117";"";"";"[{""dates"":""2017 - 2021"",""field"":""not found"",""university"":""Hanze University of Applied Sciences"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Logistics Management""}]"
"CV 116";"";"";"[{""dates"":""2020 - 2023"",""field"":""finance, corporate strategy, and accounting"",""university"":""University of Tehran"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Management""}]"
"CV 115";"";"";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""Universidad ORT Uruguay"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""}]"
"CV 114";"";"";"[{""dates"":""2018 - 2021"",""field"":""not found"",""university"":""Charles University Prague"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Applied Mathematics""},{""dates"":""2021 - 2022"",""field"":""not found"",""university"":""University of Economics Prague"",""country or city"":""not found"",""level_of_degree"":""Master in Data and Business Analysis""}]"
"CV 113";"";"";"[{""dates"":""2021 - Present"",""field"":""not found"",""university"":""Ain Shams University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Industrial Management""}]"
"CV 112";"";"";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""ESPM Sao Paulo"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Advertising""}]"
"CV 111";"";"";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""Poznan University of Economics"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Finance and Accounting""}]"
"CV 110";"";"";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""University of Sharjah"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Management""}]"
"CV 109";"";"";"[{""dates"":""2017 - 2021"",""field"":""not found"",""university"":""Ss. Cyril and Methodius University Skopje"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""}]"
"CV 108";"";"";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""University of Montenegro"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Economics""}]"
"CV 107";"";"";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""University of Algiers"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""}]"
"CV 106";"";"";"[{""dates"":""2018 - 2021"",""field"":""not found"",""university"":""University of Applied Sciences Bremen"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Logistics Management""}]"
"CV 105";"";"";"[{""dates"":""2021 - Present"",""field"":""not found"",""university"":""North South University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""}]"
"CV 104";"";"";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""University of Ljubljana"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business and Organization""}]"
"CV 103";"";"";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""Universidad Autonoma de Nuevo Leon"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Industrial Engineering""}]"
"CV 102";"";"";"[{""dates"":""2017 - 2020"",""field"":""not found"",""university"":""University of Sousse"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Communication and Media""}]"
"CV 101";"";"";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""University of Gdansk"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Statistics""}]"
"CV 100";"";"";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""University of Ilorin"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Banking and Finance""}]"
"CV 099";"";"";"[{""dates"":""2017 - 2021"",""field"":""not found"",""university"":""University of Malaga"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Tourism Management""},{""dates"":""2021 - 2022"",""field"":""not found"",""university"":""Private Business School"",""country or city"":""not found"",""level_of_degree"":""Master in Hospitality Management""}]"
"CV 098";"";"";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""University of Zagreb"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Economics""}]"
"CV 097";"";"";"[{""dates"":""2017 - 2021"",""field"":""not found"",""university"":""ENCG Casablanca"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Logistics and Transport""}]"
"CV 096";"";"";"[{""dates"":""2021 - Present"",""field"":""not found"",""university"":""Lund University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business and Economics""}]"
"CV 095";"";"";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""University of Belgrade"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Management""}]"
"CV 094";"";"";"[{""dates"":""2018 - 2021"",""field"":""not found"",""university"":""University of Ghana"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""}]"
"CV 093";"";"";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""WU Vienna University of Economics and Business"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""}]"
"CV 092";"";"";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""Universidad Carlos III de Madrid"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business and Data""}]"
"CV 091";"";"";"[{""dates"":""2017 - 2021"",""field"":""not found"",""university"":""King Saud University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Management""}]"
"CV 090";"";"";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""ISCTE Business School"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Marketing""}]"
"CV 089";"";"";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""University of National and World Economy"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""}]"
"CV 088";"";"";"[{""dates"":""2017 - 2021"",""field"":""not found"",""university"":""Universidad del Pacifico"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""}]"
"CV 087";"";"";"[{""dates"":""2021 - Present"",""field"":""not found"",""university"":""Cracow University of Economics"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Management""}]"
"CV 086";"";"";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""Lebanese American University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Management""},{""dates"":""Summer 2022"",""field"":""Summer School - Global Management"",""university"":""ESADE Business School"",""country or city"":""not found"",""level_of_degree"":""not found""}]"
"CV 085";"";"";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""University of Lagos"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""}]"
"CV 084";"";"";"[{""dates"":""2017 - 2020"",""field"":""not found"",""university"":""University of Bologna"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Communication Sciences""},{""dates"":""2020 - 2021"",""field"":""not found"",""university"":""Private Business School"",""country or city"":""not found"",""level_of_degree"":""Master in Digital Marketing""}]"
"CV 083";"";"";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""National University of Sciences and Technology"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Industrial Engineering""}]"
"CV 082";"";"";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""University College Dublin"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Studies""}]"
"CV 081";"";"";"[{""dates"":""2018 - 2021"",""field"":""not found"",""university"":""Technical University of Cluj-Napoca"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Computer Science""},{""dates"":""2021 - 2022"",""field"":""not found"",""university"":""University of Bucharest"",""country or city"":""not found"",""level_of_degree"":""Master in Applied Data Science""}]"
"CV 080";"";"";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""University of Jordan"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Finance""}]"
"CV 079";"";"";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""Pontificia Universidad Catolica de Chile"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""},{""dates"":""Summer 2022"",""field"":""Summer School - International Business"",""university"":""University of British Columbia"",""country or city"":""not found"",""level_of_degree"":""not found""}]"
"CV 078";"";"";"[{""dates"":""2017 - 2021"",""field"":""not found"",""university"":""National Economics University, Hanoi"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Finance""},{""dates"":""2021 - 2022"",""field"":""not found"",""university"":""Local Private University"",""country or city"":""not found"",""level_of_degree"":""Master in Banking & Finance""}]"
"CV 077";"";"";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""University of Cape Town"",""country or city"":""not found"",""level_of_degree"":""Bachelor of Commerce""}]"
"CV 076";"";"";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""University of Lyon"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""},{""dates"":""Summer 2022"",""field"":""Data for Business"",""university"":""HEC Lausanne"",""country or city"":""not found"",""level_of_degree"":""not found""}]"
"CV 075";"";"";"[{""dates"":""2018 - 2021"",""field"":""not found"",""university"":""University of Porto"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Management""},{""dates"":""2021 - 2022"",""field"":""not found"",""university"":""University of Porto"",""country or city"":""not found"",""level_of_degree"":""Master in Innovation & Entrepreneurship""}]"
"CV 074";"";"";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""Bucharest University of Economic Studies"",""country or city"":""not found"",""level_of_degree"":""Bachelor in International Business""}]"
"CV 073";"";"";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""Korea University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""}]"
"CV 072";"";"";"[{""dates"":""2017 - 2021"",""field"":""not found"",""university"":""American University in Cairo"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""}]"
"CV 071";"";"";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""Universidad de los Andes"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""},{""dates"":""Summer 2023"",""field"":""Summer Program - Digital Marketing"",""university"":""ESCP Business School"",""country or city"":""Paris"",""level_of_degree"":""not found""}]"
"CV 070";"";"";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""University of Warsaw"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""}]"
"CV 069";"";"";"[{""dates"":""2018 - 2021"",""field"":""not found"",""university"":""University of Tunis El Manar"",""country or city"":""not found"",""level_of_degree"":""Bachelor Degree in Management""},{""dates"":""Summer 2022 (6 weeks)"",""field"":""Summer School in Business Analytics"",""university"":""University of Barcelona"",""country or city"":""not found"",""level_of_degree"":""not found""}]"
"CV 068";"";"";"[{""dates"":""2021 - 2024"",""field"":""corporate finance, international trade, and strategic management"",""university"":""Foreign Trade University, Hanoi"",""country or city"":""not found"",""level_of_degree"":""Bachelor in International Business""}]"
"CV 067";"";"";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""University of Buenos Aires"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""}]"
"CV 066";"";"";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""University of Warwick"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Management""}]"
"CV 065";"";"";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""University of Mannheim"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Informatics""}]"
"CV 064";"";"";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""Al Akhawayn University, Ifrane"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Management""}]"
"CV 063";"";"";"[{""dates"":""2018 - 2022"",""field"":""not found"",""university"":""Keio University, Tokyo"",""country or city"":""Tokyo"",""level_of_degree"":""Bachelor in Industrial Engineering""}]"
"CV 062";"";"";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""Tecnológico de Monterrey"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Marketing""}]"
"CV 061";"";"";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""Bocconi University, Milan"",""country or city"":""Milan"",""level_of_degree"":""Bachelor in Economics and Management""}]"
"CV 060";"";"";"[{""dates"":""2020 - 2023"",""field"":""Finance"",""university"":""St. Xavier's College, Mumbai"",""country or city"":""not found"",""level_of_degree"":""Bachelor of Commerce""}]"
"CV 059";"";"";"[{""dates"":""2019 - 2023"",""field"":""not found"",""university"":""Fundação Getulio Vargas (FGV), São Paulo"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""}]"
"CV 058";"";"";"[{""dates"":""2022"",""field"":""not found"",""university"":""University of Tokyo"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Digital Arts & Game Design""}]"
"CV 057";"";"";"[{""dates"":""2022"",""field"":""Social venture design, marketing, finance, project management"",""university"":""Indian School of Business"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Social Entrepreneurship""}]"
"CV 056";"";"";"[{""dates"":""2022"",""field"":""not found"",""university"":""University of Paris"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Music Business""}]"
"CV 055";"";"";"[{""dates"":""2022"",""field"":""not found"",""university"":""Korea University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Media & Entertainment Management""}]"
"CV 054";"";"";"[{""dates"":""2022"",""field"":""Media strategy, digital marketing, storytelling"",""university"":""American University in Dubai"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Media & Communication""}]"
"CV 053";"";"";"[{""dates"":""2022"",""field"":""not found"",""university"":""University of Munich"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Psychology""}]"
"CV 052";"";"";"[{""dates"":""2022"",""field"":""not found"",""university"":""Polytechnic University of Madrid"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Computer Engineering""}]"
"CV 051";"";"";"[{""dates"":""2022"",""field"":""Sustainable development, project management, community engagement"",""university"":""Mohammed V University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Environmental Studies""}]"
"CV 050";"";"";"[{""dates"":""2021"",""field"":""not found"",""university"":""University of SÃo Paulo"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Sports Science""}]"
"CV 049";"";"";"[{""dates"":""2022"",""field"":""not found"",""university"":""Stockholm University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Arts Management""}]"
"CV 048";"";"";"[{""dates"":""2022"",""field"":""Finance, Marketing, Strategic Management"",""university"":""Moscow State University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""}]"
"CV 047";"";"";"[{""dates"":""2022"",""field"":""Finance, Marketing, Strategic Management"",""university"":""Hassan II University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""}]"
"CV 046";"";"";"[{""dates"":""2022"",""field"":""Marketing, Finance, Strategy"",""university"":""Fudan University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in International Business""}]"
"CV 045";"";"";"[{""dates"":""2022"",""field"":""Finance and Marketing"",""university"":""Nova School of Business & Economics"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""},{""dates"":""not found"",""field"":""Exchange semester"",""university"":""London School of Economics"",""country or city"":""not found"",""level_of_degree"":""not found""}]"
"CV 044";"";"";"[{""dates"":""2022"",""field"":""Finance, Marketing, Strategic Management"",""university"":""American University in Dubai"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""}]"
"CV 043";"";"";"[{""dates"":""2022"",""field"":""Corporate Finance, Marketing Analytics, Strategic Management"",""university"":""Higher School of Economics, Moscow"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""}]"
"CV 042";"";"";"{""studies"":[{""dates"":""2022"",""field"":""Finance and Marketing specialization"",""university"":""ITAM"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""},{""dates"":""not found"",""field"":""Exchange semester"",""university"":""London School of Economics"",""country or city"":""not found"",""level_of_degree"":""not found""}]}"
"CV 041";"";"";"[{""dates"":""2022"",""field"":""not found"",""university"":""Lahore University of Management Sciences"",""country or city"":""not found"",""level_of_degree"":""Bachelor in International Business""}]"
"CV 040";"";"";"[{""dates"":""2022"",""field"":""Finance and Marketing"",""university"":""Bocconi University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""},{""dates"":""not found"",""field"":""Exchange semester"",""university"":""London School of Economics"",""country or city"":""not found"",""level_of_degree"":""not found""}]"
"CV 039";"";"";"[{""dates"":""2022"",""field"":""not found"",""university"":""ESSEC Paris"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""}]"
"CV 038";"";"";"[{""dates"":""2022"",""field"":""not found"",""university"":""American University of Beirut"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""}]"
"CV 037";"";"";"[{""dates"":""2022"",""field"":""not found"",""university"":""Foreign Trade University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in International Business""},{""dates"":""2021"",""field"":""Summer Program"",""university"":""INSEAD Asia Campus"",""country or city"":""not found"",""level_of_degree"":""not found""}]"
"CV 036";"";"";"[{""dates"":""2025 (expected)"",""field"":""not found"",""university"":""Solvay Brussels School"",""country or city"":""not found"",""level_of_degree"":""Master in Management""},{""dates"":""2021"",""field"":""not found"",""university"":""University of Brussels"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""},{""dates"":""not found"",""field"":""student exchange program"",""university"":""University of Amsterdam"",""country or city"":""not found"",""level_of_degree"":""not found""}]"
"CV 035";"";"";"{""studies"":[{""dates"":""2022"",""field"":""not found"",""university"":""HEC Paris"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""},{""dates"":""2021"",""field"":""Summer School"",""university"":""London Business School"",""country or city"":""not found"",""level_of_degree"":""not found""}]}"
"CV 034";"";"";"[{""dates"":""2022"",""field"":""not found"",""university"":""Seoul National University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in International Business""}]"
"CV 033";"";"";"[{""dates"":""2022"",""field"":""not found"",""university"":""Cheikh Anta Diop University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""}]"
"CV 032";"";"";"{""studies"":[{""dates"":""2025 (expected)"",""field"":""not found"",""university"":""HEC Paris"",""country or city"":""not found"",""level_of_degree"":""Master in Management""},{""dates"":""2021"",""field"":""not found"",""university"":""University of Paris"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""},{""dates"":""not found"",""field"":""exchange program"",""university"":""University College London"",""country or city"":""not found"",""level_of_degree"":""not found""}]}"
"CV 031";"";"";"[{""dates"":""2022"",""field"":""Finance and Marketing"",""university"":""University of Madrid"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""},{""dates"":""not found"",""field"":""Exchange semester"",""university"":""London School of Economics"",""country or city"":""not found"",""level_of_degree"":""not found""}]"
"CV 030";"";"";"[{""dates"":""2022"",""field"":""not found"",""university"":""Bocconi University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics and Management""}]"
"CV 029";"";"";"[{""dates"":""not found"",""field"":""not found"",""university"":""not found"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Finance""}]"
