"Name";"Interests-value";"Professional Experiences-value";"Studies-value"
"CV 178";"[{""desc"":null,""title"":""Rugby""},{""desc"":null,""title"":""Surfing""},{""desc"":null,""title"":""Sports Data Analytics""}]";"[{""dates"":""May 2024 - August 2024"",""company"":""AFL (Australian Football League)"",""job title"":""Commercial Intern"",""description"":""Supported the sponsorship team in managing relations with major corporate partners (Toyota, Telstra). Assisted in the activation of match-day fan engagement zones, increasing app downloads by 15% during the finals. Analyzed viewership and attendance data to prepare reports for the commercial director."",""country or city"":""Melbourne""},{""dates"":""January 2024 - April 2024"",""company"":""Fox Sports Australia"",""job title"":""Marketing Assistant"",""description"":""Drafted social media content for the \""Rugby Championship\"" coverage, achieving 1M+ impressions. Assisted in the production of television promos and digital ad campaigns. Monitored sports media trends and competitor broadcast rights acquisitions."",""country or city"":""not found""}]";"[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""Deakin University, Melbourne"",""country or city"":""Melbourne"",""level_of_degree"":""Bachelor of Sport Management""}]"
"CV 177";"[{""desc"":null,""title"":""Slow Food movement""},{""desc"":null,""title"":""Cycling""},{""desc"":null,""title"":""Amateur Winemaking""}]";"[{""dates"":""September 2023 - Present"",""company"":""Barilla Group"",""job title"":""Junior Product Manager"",""description"":""Support the \""Sustainable Pasta\"" line development, focusing on supply chain transparency.\nCoordinate with the R&D and packaging teams to launch eco-friendly product formats.\nAnalyze sales data and consumer trends in the Mediterranean market to adjust pricing strategies."",""country or city"":""Parma""},{""dates"":""June 2022 - August 2023"",""company"":""Lavazza"",""job title"":""Supply Chain Intern"",""description"":""Assisted in the procurement of green coffee beans from East African cooperatives.\nManaged logistics tracking for international shipments, ensuring adherence to \""Just-in-Time\"" inventory principles.\nParticipated in a CSR project aimed at improving water access for coffee farmers."",""country or city"":""Turin""}]";"[{""dates"":""2018 - 2022"",""field"":""not found"",""university"":""University of Gastronomic Sciences (Pollenzo)"",""country or city"":""not found"",""level_of_degree"":""BSc in Food Science & Technology""}]"
"CV 176";"[{""desc"":""Club President"",""title"":""Debate & Public Speaking""},{""desc"":""Conservatory level"",""title"":""Violin""},{""desc"":null,""title"":""Alpine Skiing""}]";"[{""dates"":""June 2024 - September 2024"",""company"":""Gide Loyrette Nouel, Paris"",""job title"":""Legal Intern"",""description"":""Assisted the M&A team in performing legal due diligence for cross-border transactions. Drafted initial versions of commercial contracts, NDAs, and corporate resolutions. Conducted legal research on GDPR compliance and anti-corruption regulations (Sapin II)."",""country or city"":""not found""},{""dates"":""January 2024 - April 2024"",""company"":""BNP Paribas, Paris"",""job title"":""Compliance Intern"",""description"":""Supported the KYC (Know Your Customer) team in onboarding high-risk corporate clients. Analyzed transaction alerts to detect potential money laundering or terrorist financing activities. Assisted in updating internal compliance manuals based on new EBA (European Banking Authority) guidelines."",""country or city"":""not found""}]";"[{""dates"":""2020 - 2024"",""field"":""Specialization in Corporate Law, Taxation, and Contract Law."",""university"":""Université Paris-Panthéon-Assas (Paris II)"",""country or city"":""not found"",""level_of_degree"":""Master 1 in Business Law""}]"
"CV 175";"[{""desc"":""(Endurance riding)"",""title"":""Equestrianism""},{""desc"":null,""title"":""Macroeconomics""},{""desc"":null,""title"":""Robotics""}]";"[{""dates"":""May 2024 - August 2024"",""company"":""ADNOC (Abu Dhabi National Oil Company)"",""job title"":""Project Engineering Intern"",""description"":""Assisted in the project management office (PMO) for a downstream expansion project worth $500M.\nUtilized Primavera P6 to monitor project timelines and identify potential critical path delays.\nParticipated in technical safety audits and environmental impact assessments for offshore facilities."",""country or city"":""not found""},{""dates"":""June 2023 - August 2023"",""company"":""Masdar City"",""job title"":""Energy Research Intern"",""description"":""Conducted feasibility studies for a pilot hydrogen refueling station in Abu Dhabi.\nAnalyzed data from solar PV installations to optimize energy yield and maintenance cycles.\nPrepared technical briefs for government stakeholders regarding the UAE's \""Net Zero by 2050\"" strategy."",""country or city"":""not found""}]";"[{""dates"":""2020 - 2024"",""field"":""Petroleum and Sustainable Energy Resources"",""university"":""Khalifa University"",""country or city"":""Abu Dhabi"",""level_of_degree"":""BSc in Chemical Engineering""}]"
"CV 174";"[{""desc"":null,""title"":""Contemporary Dance""},{""desc"":null,""title"":""Film Photography""},{""desc"":null,""title"":""Sustainable Fashion blogging""}]";"[{""dates"":""July 2023 - Present"",""company"":""Samsung C&T (Fashion Division)"",""job title"":""Merchandising Intern"",""description"":""Support the buying team for international contemporary brands, analyzing seasonal sell-through rates. Managed sample coordination between global suppliers and local showrooms for the SS24 collection. Assisted in price architecture analysis, comparing local luxury market positioning with international benchmarks."",""country or city"":""Seoul""},{""dates"":""January 2023 - June 2023"",""company"":""Dior (LVMH Korea)"",""job title"":""Public Relations Intern"",""description"":""Coordinated with fashion editors and influencers for celebrity dressing and editorial shoots. Assisted in the organization of a high-profile pop-up store launch in Gangnam, managing guest lists and press kits. Monitored media coverage and prepared weekly reports on brand visibility in the APAC region."",""country or city"":""not found""}]";"[{""dates"":""2019 - 2023"",""field"":""not found"",""university"":""Seoul National University (SNU)"",""country or city"":""not found"",""level_of_degree"":""BA in Fashion Design & Merchandising""}]"
"CV 173";"[{""desc"":null,""title"":""Ethical Hacking (CTF competitions)""},{""desc"":null,""title"":""Weightlifting""},{""desc"":null,""title"":""Classical History""}]";"[{""dates"":""June 2024 - September 2024"",""company"":""Kaspersky Lab"",""job title"":""Cybersecurity Analyst Intern"",""description"":""Monitored security alerts and conducted initial triage of potential threats using SIEM tools (Splunk). Assisted in performing vulnerability assessments and penetration testing for corporate client networks. Drafted technical documentation for incident response protocols and security awareness training."",""country or city"":""Moscow""},{""dates"":""January 2024 - May 2024"",""company"":""Deloitte"",""job title"":""IT Auditor Intern"",""description"":""Supported the audit of IT General Controls (ITGC) for banking and retail sector clients. Verified compliance with ISO 27001 standards and local data protection regulations. Analyzed system logs and user access rights to identify potential security gaps in internal financial systems."",""country or city"":""Moscow""}]";"[{""dates"":""2020 - 2024"",""field"":""Network Security and Cryptography"",""university"":""Bauman Moscow State Technical University"",""country or city"":""not found"",""level_of_degree"":""BSc in Information Technology""}]"
"CV 172";"[{""desc"":null,""title"":""Documentary filmmaking""},{""desc"":null,""title"":""Capoeira""},{""desc"":null,""title"":""Latin American politics""}]";"[{""dates"":""July 2023 - Present"",""company"":""TETO Brasil (NGO)"",""job title"":""Program Coordinator"",""description"":""Lead a team of 40+ volunteers in the construction of emergency housing for marginalized communities.\nManage relationships with corporate sponsors, securing over R$100k in funding through impact reports.\nCoordinate data collection in informal settlements to assess community needs and evaluate project im-\npact."",""country or city"":""not found""},{""dates"":""January 2023 - June 2023"",""company"":""Natura &Co"",""job title"":""CSR Intern"",""description"":""Assisted in the preparation of the annual Sustainability Report according to GRI (Global Reporting\nInitiative) standards.\nSupported the \""Amazon Program\"" by tracking social and economic indicators for local ingredient sup-\npliers.\nManaged internal communication campaigns to promote employee volunteering programs."",""country or city"":""not found""}]";"[{""dates"":""2019 - 2023"",""field"":""not found"",""university"":""University of São Paulo (USP)"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Social Sciences""}]"
"CV 171";"[{""desc"":null,""title"":""Hockey""},{""desc"":null,""title"":""Video Game Design (Indie)""},{""desc"":null,""title"":""High-altitude Hiking""}]";"[{""dates"":""May 2024 - August 2024"",""company"":""Shopify"",""job title"":""Product Intern"",""description"":""Conducted user research to identify pain points for small merchants using the Shopify POS system.\nDefined product requirements for a new inventory tracking feature, working closely with UX designers.\nMonitored product KPIs (Monthly Active Users, Feature Adoption) using Mixpanel and SQL."",""country or city"":""Toronto""},{""dates"":""June 2023 - August 2023"",""company"":""Deloitte Digital"",""job title"":""Business Analyst Intern"",""description"":""Assisted in a CRM implementation project for a major retail client, streamlining their customer support workflow.\nMapped \""As-Is\"" and \""To-Be\"" business processes to identify automation opportunities.\nDrafted training materials and conducted user acceptance testing (UAT) for 200+ end-users."",""country or city"":""not found""}]";"[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""McGill University"",""country or city"":""Montreal"",""level_of_degree"":""BCom in Management Information Systems (MIS)""}]"
"CV 170";"[{""desc"":null,""title"":""Yoga""},{""desc"":null,""title"":""Contemporary Dance""},{""desc"":null,""title"":""Mental Health Advocacy""}]";"[{""dates"":""June 2024 - Present"",""company"":""Inditex (Zara)"",""job title"":""Talent Acquisition Intern"",""description"":""Manage the initial screening of candidates for the international graduate program, handling 500+ applications.\n\nRedesigned the candidate experience survey, leading to actionable insights for the hiring team.\n\nAssisted in organizing \""Employer Branding\"" events at top European business schools."",""country or city"":""Arteixo""},{""dates"":""June 2023 - August 2023"",""company"":""Glovo"",""job title"":""HR Generalist Intern"",""description"":""Supported the onboarding process for 50+ new employees across the tech and operations departments.\nFacilitated internal workshops on diversity and inclusion (D&I) and employee well-being.\nMaintained the HRIS (Workday) database and assisted in payroll administrative tasks."",""country or city"":""Barcelona""}]";"[{""dates"":""2020 - 2024"",""field"":""Industrial-Organizational (I-O) Psychology and Behavioral Economics"",""university"":""IE University, Madrid"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Psychology""}]"
"CV 169";"[{""desc"":null,""title"":""Urban Photography""},{""desc"":null,""title"":""Rowing""},{""desc"":null,""title"":""Sustainable Urbanism""}]";"[{""dates"":""July 2023 - Present"",""company"":""JLL (Jones Lang LaSalle)"",""job title"":""Investment Analyst Intern"",""description"":""Assist in the valuation of commercial real estate assets (office and retail) using the Income Approach and DCF.\nConduct market research on the \""Green Building\"" trend and its impact on rental yields in German Tier-1 cities.\nPrepare investment memos and teaser documents for institutional investors."",""country or city"":""Frankfurt""},{""dates"":""January 2023 - June 2023"",""company"":""Savills"",""job title"":""Junior Consultant"",""description"":""Supported the tenant representation team in lease negotiations for tech startups.\nAnalyzed urban zoning laws and development plans to identify potential brownfield redevelopment sites.\nBuilt financial models to calculate the IRR and Cash-on-Cash returns for residential portfolio acquisitions."",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""Corporate Finance and Real Estate Economics"",""university"":""Frankfurt School of Finance & Management"",""country or city"":""not found"",""level_of_degree"":""BSc in Business Administration""},{""dates"":""not found"",""field"":""Semester abroad"",""university"":""UNSW (Sydney)"",""country or city"":""Sydney"",""level_of_degree"":""not found""}]"
"CV 168";"[{""desc"":null,""title"":""Independent Cinema""},{""desc"":null,""title"":""Street Art""},{""desc"":null,""title"":""Marathon training""}]";"[{""dates"":""June 2024 - September 2024"",""company"":""BBC Studios"",""job title"":""Production Intern"",""description"":""Assisted the production team in researching content for a documentary series on global technology trends.\nManaged social media snippets and promotional clips, increasing the show's Instagram followers by 12,000 in three months.\nCoordinated logistics for on-location shoots, including talent scheduling and equipment rental."",""country or city"":""London""},{""dates"":""June 2023 - August 2023"",""company"":""Tate Modern"",""job title"":""Marketing Intern"",""description"":""Supported the promotion of a major exhibition, focusing on youth engagement through influencer partnerships.\nAnalyzed visitor demographics and feedback data to help tailor future membership campaigns.\nDrafted copy for weekly newsletters sent to over 100k subscribers."",""country or city"":""not found""}]";"[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""King's College London"",""country or city"":""not found"",""level_of_degree"":""BA in Film and Media Studies""}]"
"CV 167";"[{""desc"":null,""title"":""Community health volunteering""},{""desc"":null,""title"":""Afro-jazz dance""},{""desc"":null,""title"":""Urban gardening""}]";"[{""dates"":""August 2023 - Present"",""company"":""Sanofi"",""job title"":""Regulatory Affairs Intern"",""description"":""Support the registration of new pharmaceutical products with the National Pharmaceutical Regulatory Agency.\nReview and update product labeling and packaging artwork to ensure compliance with local regulations.\nAssist in monitoring pharmacovigilance reports and coordinating communication with healthcare professionals."",""country or city"":""Dakar""},{""dates"":""2022 - 2023 (Part-time)"",""company"":""Pharmacie de la Nation"",""job title"":""Pharmacy Manager Assistant"",""description"":""Managed inventory levels for over 2,000 SKUs, utilizing pharmacy management software to track expiration dates.\nAdvised patients on medication usage and health prevention (vaccination, nutrition).\nOptimized the digital ordering system, reducing stock-outs of critical antibiotics by 15%."",""country or city"":""not found""}]";"[{""dates"":""2018 - 2023"",""field"":""not found"",""university"":""Université Cheikh Anta Diop, Dakar"",""country or city"":""not found"",""level_of_degree"":""Bachelor of Pharmacy (BPharm)""}]"
"CV 166";"[{""desc"":null,""title"":""Cybersecurity""},{""desc"":null,""title"":""Science Fiction Literature""},{""desc"":null,""title"":""Amateur Astronomy""}]";"[{""dates"":""July 2023 - Present"",""company"":""Allegro (E-commerce)"",""job title"":""Machine Learning Intern"",""description"":""Developed and deployed a recommendation engine prototype using Python and Scikit-learn to improve cross-selling.\nCleaned and pre-processed datasets of 1M+ transactions using SQL and Spark.\nPerformed A/B testing on search algorithms, contributing to a 3% increase in click-through rates (CTR)."",""country or city"":""Warsaw""},{""dates"":""January 2023 - June 2023"",""company"":""Comarch"",""job title"":""Junior Data Analyst"",""description"":""Automated monthly reporting for the telecommunications business unit using Python and Power BI.\nIdentified data quality issues in the CRM and implemented a validation script that reduced data entry errors by 40%.\nAssisted senior data scientists in building churn prediction models for B2B clients."",""country or city"":""not found""}]";"[{""dates"":""2019 - 2023"",""field"":""not found"",""university"":""University of Warsaw"",""country or city"":""not found"",""level_of_degree"":""BSc in Computer Science & Mathematics""}]"
"CV 165";"[{""desc"":null,""title"":""Gastronomy""},{""desc"":""(Qualified instructor)"",""title"":""Skiing""},{""desc"":null,""title"":""Architecture""}]";"[{""dates"":""January 2024 - June 2024"",""company"":""Four Seasons Hotel George V, Paris"",""job title"":""Guest Relations Intern"",""description"":""Assisted the Front Office Manager in coordinating the arrival experience for VIP and UHNW (Ultra-High-Net-Worth) clients.\n\nManaged personalized guest requests, ensuring a 98% satisfaction rate according to internal quality audits.\n\nCollaborated with the marketing team to enhance the \""loyalty recognition\"" program for frequent travelers."",""country or city"":""not found""},{""dates"":""June 2022 - December 2022"",""company"":""The Ritz-Carlton, Tokyo"",""job title"":""Food & Beverage Intern"",""description"":""Rotated through fine dining and banquet operations, learning the Japanese philosophy of Omotenashi (selfless hospitality).\n\nAssisted in inventory management and cost control for the beverage department, reducing waste by 10%.\nSupervised a team of 5 junior staff during high-capacity gala events."",""country or city"":""not found""}]";"[{""dates"":""2020 - 2024"",""field"":""not found"",""university"":""Ecole Hôtelière de Lausanne (EHL)"",""country or city"":""not found"",""level_of_degree"":""BSc in International Hospitality Management""}]"
"CV 164";"[{""desc"":null,""title"":""Sustainability blogging""},{""desc"":null,""title"":""Latin American literature""},{""desc"":null,""title"":""Mountain biking""}]";"[{""dates"":""August 2022 - Present"",""company"":""Nestlé"",""job title"":""Supply Chain Coordinator"",""description"":""Manage the end-to-end logistics for raw material imports (cocoa and coffee) from Central American suppliers.\n\nReduced shipping delays by 20% through the implementation of a new real-time tracking system for freight forwarders.\n\nCoordinate with the procurement and production teams to optimize safety stock levels, reducing inventory holding costs by 8%.\n\nEnsure compliance with international customs regulations and sustainability certifications (Fairtrade, RainForest Alliance)."",""country or city"":""Mexico City""},{""dates"":""July 2021 - July 2022"",""company"":""Maersk Line"",""job title"":""Logistics Intern"",""description"":""Assisted in the booking and documentation process for maritime export containers.\n\nPerformed cost-benefit analyses of different inland transportation routes (rail vs. truck) for inland hubs.\nSupported the sales team in preparing quotes for SME clients in the agricultural sector."",""country or city"":""not found""}]";"[{""dates"":""2017 - 2021"",""field"":""Specialization in Logistics and Global Value Chains"",""university"":""Tecnológico de Monterrey (ITESM)"",""country or city"":""not found"",""level_of_degree"":""Bachelor in International Trade""},{""dates"":""not found"",""field"":""Semester abroad"",""university"":""Korea University (Seoul)"",""country or city"":""not found"",""level_of_degree"":""not found""}]"
"CV 163";"[{""desc"":""(College team captain)"",""title"":""Cricket""},{""desc"":null,""title"":""Street Photography""},{""desc"":null,""title"":""Amateur Cooking""}]";"[{""dates"":""July 2023 - January 2024"",""company"":""Procter & Gamble (P&G)"",""job title"":""Consumer Insights Intern"",""description"":""Assisted in the execution of a nationwide consumer survey for the \""Home Care\"" segment, reaching 5,000+ households.\n\nUtilized SQL and Power BI to segment customer data based on purchasing frequency and brand loyalty.\nDeveloped a \""Competitor Intelligence Dashboard\"" to track real-time pricing changes on Amazon and Flipkart.\n\nPresented key findings on Gen-Z purchasing habits to the regional marketing director."",""country or city"":""Mumbai""},{""dates"":""January 2023 - June 2023"",""company"":""Zomato (FoodTech)"",""job title"":""Digital Marketing Intern"",""description"":""Managed performance marketing campaigns across Meta and Google Ads with a monthly budget of $10k.\nOptimized ad creatives based on CTR and CPA metrics, reducing customer acquisition costs by 12%.\nCollaborated with the SEO team to identify high-volume keywords for the \""Healthy Food\"" category."",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""Shri Ram College of Commerce (SRCC), Delhi University"",""country or city"":""not found"",""level_of_degree"":""Bachelor of Commerce (Honors)""}]"
"CV 162";"[{""desc"":""(Tech & Society)"",""title"":""Podcast production""},{""desc"":null,""title"":""Ultramarathon running""},{""desc"":null,""title"":""Chess""}]";"[{""dates"":""May 2024 - August 2024"",""company"":""Stripe"",""job title"":""Product Management Intern"",""description"":""Collaborated with engineering and design teams to refine the user onboarding flow for small businesses.\nAnalyzed user feedback and churn data to prioritize features for the Q3 product roadmap.\nConducted market research on the competitive landscape of \""Buy Now, Pay Later\"" (BNPL) services in Europe.\nCoordinated the localization of product documentation for the Italian and Spanish markets."",""country or city"":""Dublin""},{""dates"":""2022 - 2024"",""company"":""not found"",""job title"":""Co-Founder - \""CampusDrop\"" (Student Startup)"",""description"":""Developed and launched a peer-to-peer delivery app within the Trinity College campus.\nGrew the user base to 2,000+ active students within the first year with a 15% month-over-month growth rate.\nManaged a team of 5 student developers and oversaw a micro-marketing budget of €500/month.\nSuccessfully pitched the project to local angel investors, securing seed funding for technical scaling."",""country or city"":""not found""}]";"[{""dates"":""2020 - 2024"",""field"":""Innovation and Digital Business"",""university"":""Trinity College Dublin"",""country or city"":""not found"",""level_of_degree"":""Bachelor of Business Studies (BBS)""}]"
"CV 161";"[{""desc"":""ranked nationally"",""title"":""Professional Squash player""},{""desc"":null,""title"":""Mediterranean History""},{""desc"":null,""title"":""Scuba Diving""}]";"[{""dates"":""July 2023 - December 2023"",""company"":""Boston Consulting Group (BCG)"",""job title"":""Sustainability Consultant Intern"",""description"":""Supported a decarbonization roadmap for a major African mining company, focusing on Scope 1 and 2 emissions.\nConducted benchmarks on green hydrogen technologies and their financial feasibility in the MENA region.\nAssisted in the design of a circular economy framework for a consumer goods client, aiming to reduce plastic waste by 30%.\nPrepared executive-level slides for weekly steering committees and stakeholder engagement workshops."",""country or city"":""Casablanca""},{""dates"":""January 2023 - June 2023"",""company"":""Siemens Gamesa (Renewable Energy)"",""job title"":""Operations Intern"",""description"":""Assisted in the logistics planning for wind turbine components across three major wind farm sites.\nAnalyzed operational downtime data to identify recurring technical failures, improving maintenance scheduling efficiency.\nCollaborated with the EHS (Environment, Health, and Safety) team to ensure compliance with international safety standards."",""country or city"":""not found""}]";"[{""dates"":""2019 - 2023"",""field"":""Mechanical Engineering"",""university"":""The American University in Cairo (AUC)"",""country or city"":""not found"",""level_of_degree"":""Bachelor of Science""}]"
"CV 160";"[{""desc"":""(National ranking)"",""title"":""Chess""},{""desc"":""(completed the Appalachian Trail)"",""title"":""Backpacking""},{""desc"":null,""title"":""Jazz Piano""}]";"[{""dates"":""May 2024 - August 2024"",""company"":""Amazon"",""job title"":""Data Analyst Intern - Amazon (Operations)"",""description"":""Developed SQL queries to extract and clean large-scale shipment data from AWS Redshift.\n\nBuilt an automated Tableau dashboard to track delivery lead times across the Pacific Northwest region.\nIdentified bottlenecks in the \""Last Mile\"" delivery process, leading to a proposed routing optimization\nthat saved 4% in fuel costs.\n\nPresented weekly performance metrics to the Operations Director."",""country or city"":""Seattle""},{""dates"":""June 2023 - August 2023"",""company"":""Ford Motor Company"",""job title"":""Supply Chain Intern - Ford Motor Company"",""description"":""Supported the procurement team in managing relationships with Tier-1 suppliers during global chip\nshortages.\n\nPerformed risk assessments on the supply chain, identifying high-risk nodes using historical lead-time\nvariance.\n\nAutomated the inventory tracking system using Python, replacing manual Excel spreadsheets and re-\nducing errors by 20%."",""country or city"":""Dearborn""}]";"[{""dates"":""2020 - 2024"",""field"":""not found"",""university"":""University of Michigan, Ann Arbor"",""country or city"":""not found"",""level_of_degree"":""BSc in Statistics and Data Science""}]"
"CV 159";"[{""desc"":null,""title"":""Contemporary Art""},{""desc"":""(featured in a local exhibition)"",""title"":""Photography""},{""desc"":""(Black Belt)"",""title"":""Kendo""}]";"[{""dates"":""July 2023 - Present"",""company"":""L'Oréal (Luxe Division)"",""job title"":""Marketing Assistant"",""description"":""Coordinated the launch of a new skincare line, managing timelines between the global HQ and local retail teams.\nAnalyzed monthly sell-out data and market shares using Nielsen tools to optimize promotional budgets.\nDrafted creative briefs for social media agencies, resulting in a 25% increase in engagement on Instagram and TikTok.\nMonitored competitor activity in the Japanese \""J-Beauty\"" market and produced monthly trend reports for the CMO."",""country or city"":""Tokyo""},{""dates"":""June 2022 - December 2022"",""company"":""Rakuten"",""job title"":""Digital Content Intern"",""description"":""Optimized SEO copy for luxury fashion listings, improving organic search traffic by 10%.\nDesigned A/B tests for email marketing campaigns, focusing on click-through rates (CTR) and conversion.\nAssisted the E-commerce manager in updating homepage banners and promotional landing pages using HTML/CSS."",""country or city"":""Tokyo""}]";"[{""dates"":""2019 - 2023"",""field"":""International Communications"",""university"":""Waseda University, Tokyo"",""country or city"":""not found"",""level_of_degree"":""Bachelor of Arts""},{""dates"":""not found"",""field"":""Exchange semester"",""university"":""HEC Paris"",""country or city"":""not found"",""level_of_degree"":""not found""}]"
"CV 158";"[{""desc"":""(10 years)"",""title"":""Competitive Tennis""},{""desc"":null,""title"":""Volunteer at the Italian Red Cross""},{""desc"":null,""title"":""Wine Tasting""}]";"[{""dates"":""June 2024 - September 2024"",""company"":""UniCredit"",""job title"":""Investment Banking Summer Analyst"",""description"":""Supported the M&A team in the TMT sector, assisting in the preparation of pitch books and teaser documents.\n\nPerformed company valuations using Multiples and Discounted Cash Flow (DCF) methods.\n\nConducted industry research and benchmarking to identify potential acquisition targets for corporate clients.\n\nMaintained data rooms and coordinated the due diligence process for two mid-market transactions."",""country or city"":""Milan""},{""dates"":""January 2024 - April 2024"",""company"":""PwC"",""job title"":""Audit Intern"",""description"":""Assisted in the statutory audit of financial statements for industrial clients under IFRS and local GAAP.\nTested internal controls and performed substantive testing on balance sheet accounts (accounts receivable, inventory).\n\nUtilized Alteryx and Excel to automate the reconciliation of large datasets, reducing manual entry time by 15%."",""country or city"":""Rome""}]";"[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""Bocconi University, Milan"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics and Management""}]"
"CV 157";"[{""desc"":null,""title"":""Humanitarian action""},{""desc"":null,""title"":""community development""},{""desc"":null,""title"":""field operations""}]";"[{""dates"":""Jan 2014 - Sep 2023"",""company"":""Humanitarian Organization"",""job title"":""Program Officer"",""description"":""Coordinated field operations, including logistics, resource allocation, and team management\nManaged project budgets and monitored expenditures to ensure financial accountability\nPrepared reports for donors, stakeholders, and senior management\nDeveloped operational plans for community development programs"",""country or city"":""not found""},{""dates"":""2010 - 2014"",""company"":""not found"",""job title"":""Field Assistant"",""description"":""Collected and analyzed field data for program monitoring\nAssisted in organizing community outreach activities and workshops"",""country or city"":""not found""}]";"[{""dates"":""2007 - 2010"",""field"":""not found"",""university"":""Kabul High School"",""country or city"":""not found"",""level_of_degree"":""High School Diploma""}]"
"CV 156";"[{""desc"":null,""title"":""International cooperation""},{""desc"":null,""title"":""NGO development""},{""desc"":null,""title"":""cross-cultural communication""}]";"[{""dates"":""Jan 2019 - Sep 2023"",""company"":""International NGO"",""job title"":""Project Coordinator"",""description"":""Coordinated international projects, including scheduling, stakeholder communication, and resource allocation\n\nPrepared donor reports and progress presentations for funding agencies\n\nEnsured compliance with international guidelines and project goals\n\nSupervised project assistants and volunteers, providing training and mentorship"",""country or city"":""not found""},{""dates"":""2016 - 2018"",""company"":""not found"",""job title"":""Administrative Assistant"",""description"":""Managed office operations including scheduling, documentation, and internal communications\nAssisted in preparing reports and organizing meetings"",""country or city"":""not found""}]";"[{""dates"":""2017 - 2018"",""field"":""not found"",""university"":""Private Training Institute"",""country or city"":""not found"",""level_of_degree"":""Professional Certificate in Project Management""}]"
"CV 155";"[{""desc"":null,""title"":""Scaling businesses""},{""desc"":null,""title"":""leadership""},{""desc"":null,""title"":""entrepreneurship""},{""desc"":null,""title"":""mentorship""}]";"[{""dates"":""Jan 2018 - Sep 2023"",""company"":""Tech Startup"",""job title"":""Business Development Manager"",""description"":""Developed strategic partnerships with B2B clients and industry partners\nLed market research to identify growth opportunities and new revenue streams\nDesigned and executed business expansion strategies, increasing revenue by 35%\nManaged CRM systems and tracked sales pipelines to ensure targets were met"",""country or city"":""not found""},{""dates"":""2012 - 2017"",""company"":""not found"",""job title"":""Sales Representative"",""description"":""Managed client accounts and developed strong customer relationships\nAchieved monthly and quarterly sales targets consistently\nAssisted in sales strategy, pricing, and promotional campaigns"",""country or city"":""not found""}]";"[{""dates"":""2008 - 2011"",""field"":""not found"",""university"":""Public High School São Paulo"",""country or city"":""not found"",""level_of_degree"":""High School Diploma""}]"
"CV 154";"[{""desc"":null,""title"":""Social projects""},{""desc"":null,""title"":""organizational development""},{""desc"":null,""title"":""volunteer work""}]";"[{""dates"":""Mar 2021 - Aug 2023"",""company"":""NGO"",""job title"":""Administrative Officer"",""description"":""Managed project documentation, progress reports, and donor communication\nCoordinated multiple small-scale projects and ensured timely completion of deliverables\nDeveloped and maintained filing systems for efficient access to information\nAssisted management in operational planning and budget tracking"",""country or city"":""not found""},{""dates"":""2018 - 2019"",""company"":""not found"",""job title"":""Office Assistant"",""description"":""Handled administrative tasks including filing, correspondence, and scheduling\nSupported project teams with documentation and internal communication\nMaintained office inventory and procurement records"",""country or city"":""not found""}]";"[{""dates"":""2019 - 2021"",""field"":""not found"",""university"":""Centre de Formation Privé"",""country or city"":""not found"",""level_of_degree"":""BTS Gestion""}]"
"CV 153";"[{""desc"":null,""title"":""Local business development""},{""desc"":null,""title"":""small business mentoring""},{""desc"":null,""title"":""networking""}]";"[{""dates"":""Jan 2017 - Sep 2023"",""company"":""not found"",""job title"":""Small Business Owner - Retail Shop"",""description"":""Managed all aspects of business operations including sales, inventory, and finances\nNegotiated with suppliers to optimize procurement costs\nDeveloped marketing and customer loyalty strategies\nTracked revenue and expenses to maximize profitability"",""country or city"":""not found""},{""dates"":""2015 - 2016"",""company"":""not found"",""job title"":""Sales Assistant"",""description"":""Assisted in customer service, sales transactions, and stock management\nSupported marketing and promotional campaigns"",""country or city"":""not found""}]";"[{""dates"":""2014 - 2016"",""field"":""not found"",""university"":""Kenya Institute of Management"",""country or city"":""not found"",""level_of_degree"":""Diploma in Business Management""}]"
"CV 152";"[{""desc"":null,""title"":""Personal finance""},{""desc"":null,""title"":""continuous learning""},{""desc"":null,""title"":""financial literacy""}]";"[{""dates"":""Jan 2018 - Sep 2023"",""company"":""Accounting Firm"",""job title"":""Senior Accounting Technician"",""description"":""Managed client accounts and financial statements for SMEs\n\nPrepared monthly, quarterly, and annual tax reports\nConducted audits and reconciliations to ensure accuracy\nTrained junior staff in accounting software and reporting standards"",""country or city"":""not found""},{""dates"":""2017 - 2018"",""company"":""not found"",""job title"":""Accounting Assistant"",""description"":""Data entry for client accounts and invoices\nAssisted in preparation of financial statements and tax documentation"",""country or city"":""not found""}]";"[{""dates"":""2016 - 2017"",""field"":""not found"",""university"":""Technical College Bucharest"",""country or city"":""not found"",""level_of_degree"":""Post-secondary Accounting Certificate""}]"
